,textdata_stemm,sentiment
12213,temu muhaimin airlangga konsolidasi partai dukung perintah,2
12214,youtube emang channel provokator sebar hoax,0
12215,azarine lee min ho dokter tifa sus air nabrak teroris gitasav sinb gaji jt dibeliin epel innalillahi start captain korea jin yoona evening done min julid kecap divergent bango sophia latjuba,2
12216,pasu yg kirim papua garda depan bela nkri harga mati tumpas teroris kkb,1
12217,bangun maju bangsa negara dukung perintah sejahtera masyarakat,1
12218,welly bukti adil munarboy bkn teroris,2
12219,kelompok teroris radikal papua bunuh masyarakat papua sipil aparat aman basmi kkb intruksi perintah aceh,2
12220,rebah jaga jodoh orang peran bumi,2
12221,iya bangyg teroris lubang semut aja ketangkep,0
12222,kakanwil kemenkumham jateng yuspahruddin napi terorisme lapas kelas iib tegal ikrar sumpah setia nkri,1
12223,hahaahaha ngga aneh pakadang media provokator jugaemang kadang bingung hukum media offline online yg langgar atur mesti tugas menkominfo utk nyaring berita terut,0
12224,hey tafsir ilmu gak smw org tafsir isi quran ahli tafsir yg sdh kompeten yg ilmu tafsir contoh org yg gak tafsir quran jd salah tafsir ya teroris sjw lgbt yg lindung,2
12225,jalan misi perintah dukung tumbuh ekonomi rata,1
12226,kaga gue sangka teroris,1
12227,ya bongkar fakta alas noel bubar gp mania noel kenal rawan jokowi pecat bela dakwa terorisme jelang pilpres diri gp mania eh tibatiba pilpres gp mania,0
12228,akibat kembang radikalisme kelompok yg kagum,0
12229,rhi teroris kkb pelihara saudara dungdung,0
12230,gun sangka ga tangkap jadi kanjuruhan provokator,0
12231,her seye sus sus nereye kadar guclerinin farkindalar artik bir seye ses cikarsinlar bu politik bir durum degil afet ya afet,2
12232,chotimah pasti manusia baik presiden nya bagus calon tunggalbisa garansi nya,2
12233,penjara chaddi amerika rekrut cia dlm upaya guling qadafi pd thn an qadafi tuduh sponsor terorisme internasional qadafi marah jatuh hukum mati in absentia kpd haftar haftar tinggal virginia as markas cia,0
12234,maklum aja mbaknamanya jg provokator musti onar cinta indonesia yg damai,0
12235,islam bro provokator pinter,0
12236,gak dukung sm temennya teroris gak pateken,0
12237,tutup rapim kapolri pasti polri kawal bijak perintah kamtibmas,1
12238,semangat lupa ngopi ganjar presiden baik,1
12239,presiden ganjar baik bangun ganjar,1
12240,teroris kkb pimpin egianus kogoya aku bakar pesawat sus air nduga sandera pilot tampak pesawat sus air bakar kkb nduga papua,2
12241,indonesia maju bijak perintah presiden ganjar ganjar bangun baik moga kalimant,1
12242,warga nu wajib dukung pelihara partai bangkit bangsa pkb satusatunya partai politik warga nu arifin djunaedi,1
12243,desember keluar statement yg kaum radikal bumn radang beliau sdh dpt data pegawai bumn yg papar radikalisme bahrawi,0
12244,serius tangan klien teroris bapas gorontalo gandeng kait kemenkumham gorontalo heni susila wardoyo,2
12245,nilai bela negara salah faktor tingkat sama wujud indonesia bebas sebar radikalisme mari jaga satu tingkat silaturahmi,1
12246,auto jakarta positif thinking aja kang abang takut oknum provokator yg mengatasnamakan bobotoh riweuh akibat statement coach,2
12247,presiden ganjar baik bangun ganjar,1
12248,yg rampok teroris,0
12249,mohon polri periksa buzeer ali syaraaffkerjax hoaxprovokator,0
12250,nih guys wamenhan herindra presiden joko widodo arah belanja produk impor butuh spesifikasi penuh negeri kerja wamenhan herindra loyal baik ri,1
12251,afiliasi dngn pimpin teroris,0
12252,apkasi maksimal guna aplikasi sipd apkasi mitra strategis perintah panggil tingkat kapasitas daerah bidang kelola uang daerah guna aplikasi sipd,1
12253,teroris mahh kalw,0
12254,mah provokator,0
12255,,2
12256,zionis real teroris,0
12257,gsp teroris itumenebarkan teror katakutan hutngin,0
12258,moga baik pilot tumpang selamat niat buruk teroris,1
12259,perintah indonesia maju bahu bahu bangun indoneseia era ganjar bangun masif https,1
12260,tikadrun mngkin lbh pas doktor provokator,0
12261,admin baik salut admin sempat balas komentar netiz calon presiden,1
12262,densi juang lawan faham intoleran radikalisme dgn penuh berani tahan nkri loe cuap medsos ga andil,1
12263,ngestuaken dawuh waspada tingkat noel ebenezer dukung penuh figur manager teroris nama munarman,0
12264,bela teroris kumpul dukung teroris,0
12265,eksminister sagde farvel til politik men gr comeback,2
12266,didu coba didu sebut guna bank sebut guna yg china provokator asbunrasis,0
12267,presiden jokowi sanjung kiprah nahdlatul ulama nu jaga masyarakat hantam radikalisme ekstrem puncak raya abad nu kemarin,1
12268,rakyat satu lawan radikalisme terorisme ruang,1
12269,pwi ajak pers komit jaga satu hadap politik,2
12270,lho politik uang jalan hasil lebih bayar,0
12271,jd provokator,2
12272,anggota akatsuki deidara teroris bom bayar,1
12273,presiden resmi pabrik npk pupuk iskandar muda aceh,2
12274,ahy terorisme musuh,1
12275,kerja lokal hindar sifat radikalisme hormat investorpak jokowi jabat susah susah nyari investorklu investor cabut kerja lokal makan,0
12276,bijak presiden ganjar baik bangsa indonesia mari dukung bijak presiden ganjar,1
12277,butuh komitmen amp,2
12278,orang densus tumpas teroris maling syukur manusia,0
12279,klo aspirasi gantiturunkan presiden ya pst vonis makar lgsg doglha,0
12280,semangat lupa ngopi ganjar presiden baik,1
12281,saewad waras ayd lomungil sd tjokro arogan ss israel teroris sejati,0
12282,bantu presiden serah staf sespri presiden terima komandan korem lilawangsa kolonel inf bayu permana bantu bahan pokok obatobatan bantu salur perintah kabupaten masingmasing,1
12283,gak teroris skrg kerja bunuh supir taksi,0
12284,emang sok tau bocahga program perintah sesuai jabat lo anak sd yg ngerjain sesuai jam nya kelar uji kelar semu tugas ga gitu mikir nya bodattt,0
12285,ya sangka teroris gerak cepat main dor tni aparat karbitan itulho,0
12286,,2
12287,buka bersyukurmental dagang hitung cari laba rugibiaya politik jd gub dki sedikitkalau level pilih daerah pencil utk kabupatenitu blm cukupsaran aja cocok bos aja jd dagang jgn jdi politikus,0
12288,teroris,0
12289,tau herindra perintah upaya tingkat sektor ekonomi masyarakat indonesia kerja wamenhan herindra loyal baik ri,1
12290,bekas teroris aja udah sadar jalan yg eh kadrun yg teroris bela teroris gila gimana coba,0
12291,presiden ganjar baik bangun ganjar,1
12292,gadjah semangat insyaallah dukung presiden,1
12293,paham radikalisme terorisme bahaya laten masyarakat harry styles paris apex calvin klein nct dream shua bang chan woozi kim heechul wonwoo,1
12294,waras alhamdulillah jokowi tdk dukung sohib teroris munarman,0
12295,rg skl gempa politik bnyk yg blingsatan klojotan panas,0
12296,apasii gaduh aja udah damai akun provokator,0
12297,bongkar fakta alas noel bubar gp mania noel kenal rawan jokowi pecat bela dakwa terorisme jelang pilpres diri gp mania eh tibatiba pilpres gp mania bubar main,0
12298,perintah baik indonesia keren perintah keras rakyat,1
12299,sumpil piye sek dadi aksi provokator pas tragedikok aman aman wae to,0
12300,ktn warung nkri ruang diskusi cegah paham radikalisme terorisme dorong tumbuh ekonomi yuk dukung indonesia aman damai sejahtera unjung warung nkri kota,1
12301,udah nyaman baris perintah guyur duit gk lagu biat kritik perintah beda perut lapar kenyang,0
12302,berlinwahl hiphop und politik passt das zusammen gt,2
12303,stress kali yaaa densus ngurusin teroris eehh jd tular kaga beres,0
12304,pritam singh wp desak perintah intensif upaya rumah publik jangkau amp,2
12305,anakkolong ga masuk akal ganjar anti radikal rawan sahabat teroris mikir,0
12306,shanty noel antek teroris,0
12307,negara bebek lumpuh hadap teroris berontak papua,0
12308,oruc tutmamanin cezasini soyluyorsunda namaz kilmamanin cezasini niye soylemiyorsun cakal bu provokator ajanin soylemdigini ben soyliyim namaz kilmamanin cezasi uc mezhebe gore lmdr sadece hanefi mezhebinde oncesinde uyari mahiyetinde bir ceza ama sonrasinda lmdr,2
12309,,0
12310,emanuel ngawuuurnya jugakoch mlh belah teroris,0
12311,mk das ist direkte folge deutschergrner politik wie verblendet kann man sein,0
12312,rakyat bangga presiden ganjar presiden ganjar harap masyarakat indonesia,1
12313,das ist garnet so utopisch es gibt sehr viel ungenutzte dachflchen aber auch da ist die bundespolitik gefragt rahmenbedingungen zu schaffen,2
12314,grne politik fr ca im monat die wir bezahlen,0
12315,menteri tahan prabowo subianto menandatangani sepakat perintah indonesia organisasi sehat dunia who prabowo subianto,1
12316,info yg gw dapet sihkasus bakar pesawat sandera pilot sandera kerja puskesmas laku yg beda tjd sama bakar pswt sandera pilot laku kelompok separatis teroris opm,2
12317,lin ein artikel dazu der auf die verflechtungen lindners mit porsche eingeht spoiler politik ist eigeninteresse,0
12318,coco didu capres teroris,0
12319,hasan gmn perintah tdk bs,0
12320,saewad klo sebut teroris pelakuny muslim,0
12321,gsp rem banget anggota densus pasu anti teror yg teroris,0
12322,perintah dorong cepat pulih ekonomi kembang umkm perintah upaya dorong jaga cepat pulih kondisi ekonomi strategi bijak utama kuat pasar domestik,1
12323,selasa tanggal februari wib sd selesai wilayah koramil sumberlawang laksana giat patroli monitoring spbu rangka jaga tertib aman masyarakat kec sumberlawang,2
12324,perintah baik indonesia keren perintah keras rakyat,1
12325,waras ga kaget drunudah ambil ajadia udah jd kadrun kokdukung munarman teroris lgkita sih senengseriusambil aja,0
12326,refly harun buta purapura buta yah rahasia kelompok radikal fpi hti kuman bangsa resah pecah belah bangsa intoleran terorisme ulah organisasi larang,0
12327,presiden ganjar baik bangun ganjar,1
12328,ikrar narapidana terorisme an darny binti muhammad dahlan hadap bendera merah putih ucap sumpah setia kemenkumham banten tejo harwanto kakanwil banten,1
12329,cerita kades duga teroris tangkap desa klaten lampung cnn indonesia,2
12330,tim densus tangkap duga teroris desa kubang cirebon,2
12331,tolak radikalisme,1
12332,gin gus maksud pimpin presiden moral the best gituh,1
12333,waspada bahaya ancam radikalisme terorisme masyarakat upaya cegah rang sebar radikalisme terorisme,1
12334,budak teroris,0
12335,teroris islamic shiah of iraq amp,2
12336,densus detasemen anti teror bentuk polri anggota didik sigap tangan teroris sebar teror masyarakat libat hilang nyawa teroris,0
12337,hastag teroris oknum,2
12338,pagelaran budaya seni mesti satu amp,2
12339,kaka pace mace dukung perintah memaj,1
12340,kagak habis terorisme indonesia induk berantas tuntas anasirs radikalisme agama,0
12341,dudek nie mehr politik ber polen hinweg das war willy brandts mantra der ostpolitik in den sechziger und siebziger jahren dieses versprechen wurde von deutschen regierungen der letzten jahre gebrochen siehe nordstream und,2
12342,eva kjer gr comeback dansk politik hun blev ikke genvalgt ved folketingsvalget men nu er der alligevel en stol til den borgerlige politiker,2
12343,astaghfirullah moga allah kutuk terorisme dunia,0
12344,haruse yuli sumpil yg masuk bui cz provokator,0
12345,alhamdulillah bela teroris hengkang,0
12346,kikin anies si raja hutang pilgub tuyul teroris ngamuk ngamok,0
12347,perintah,2
12348,asmara presiden cap opo iki,0
12349,cont maksimal yasonna perintah indonesia keluar bijak atas dagang manusia kuhp atur perintah ganti undangundang cipta kerja perppu uu cipta kerja cont,1
12350,selvi sizde gercekten mantik yok liseye gitmediniz mi hic hic mi kitap okumazsiniz kopektapar calisan kelimesinden nasil oluyorda calisanlarin hepsi kopektapar yorumu cikartiyorsunuz,2
12351,pnib waspada gera hti islam kaffah bebas ceramah indonesia darurat khilafah radikalisme terorisme politik identitas,0
12352,caesar hendrik meo tnunay juara perintah,2
12353,aalona ntar kalo orang gila seret ntar kadrun minim ilmu bilang aparat anti islam bla bla bingung krn byk yg msh tolol teroris aja yg ngebom bunuh orang yg dosa dukung orang sh,0
12354,kuwaitkegubernuran jahralatihan antiterorisme,2
12355,tangkappp provokator benny wenda,0
12356,dpr pimpin puan maharani bantu perintah capai tuju bangun lanjut sdgs,1
12357,kadrun amp,2
12358,,2
12359,ria ahy presiden iring daftar partai demokrat kpu,1
12360,panglima perang ekonomi jokowi lbp perintah,1
12361,kelompok kkb bersih aksi yg laku terorisme tindak kriminal korban kkb pikir ham orang,0
12362,kau jaga diri main media sosial tolol salah bentuk cerdas malu main tiktik anj,2
12363,sukisno one china komunis partai biar negara kuat ga ribut politik korup hoax provokator tangkap dor neg kaya kaya dunia rakyat makmur china buka jd komunis liberalis,0
12364,izin ngakak bentar swedia bilang ancam serang teroris tingkat kitab bakar zocodog teroris tdk urus dgn agama teroris tdk agama gak kerja aja suka teriak keras dlm agama,2
12365,rahma sarita kadrunwati benci jokowi kayak refly harun yg provokator yg goreng isu ijasah jokowi palsu,0
12366,presiden ngno,0
12367,kirim densus papuakkb organisasi teroris perintah ri,0
12368,teroris biar rangkul sma pa dudun prajurit tni siqp tenpurkan siapppptpi sayang atas ngg,0
12369,halah provokator sok sok bela al quran laku dajjal,0
12370,gak unsur politik,2
12371,bakir yunanistana tatile giden trklerin en dikkat ettii ey yunanllar tarafindan ok seviliyor olmamzdr oy peinde politik sylemlerle halk halka dman etmeye alanlara artk dur diyelim,0
12372,ustad provokator,0
12373,cegah radikalisme lingkung anak muda sumse,1
12374,,1
12375,sakty coba sisir pasu presuasif aja cobaditangkapin usir kalo duga teroris islam keras kejam teroris gak berani nyoba,0
12376,label kkb teroris banget giat bawa teror bawa nama organisasi separatis,0
12377,kuat anies menang presiden,1
12378,sanggup perintah indonesia bayar utang rp triliun,0
12379,gibts irgendeine uerung unserer medien und politik zu oder wird weiter vertuscht und ignoriert ernsthaft hat man nicht ein bisschen aufklrung einer so groen sache verdient bund,0
12380,duga teroris tangkap desa kubang talun,2
12381,die politik sollte die rahmenbedingungen verbessern so wie sie es dies jahr tut indem sie solardcher von steuern ausnimmt aber ansonsten sollte sie sich raushalten,0
12382,mana sosok prabowo elektabilitasnya nilai potensial tinggi presiden joko widodo kerja keras,0
12383,antisipasi pengaruh radikalisme terorisme polres morowali laksana binluh siswa siswi,2
12384,dukung perintah sejahtera masyarakat ino harianto polresta balam,1
12385,teroris senjata tb tetap jd teroris jd tangan,0
12386,kak hary mohon maaf kenan mengahapus postingan risi data pribadi jaga privasi sila informasi dm ya kak terima kasih dado,2
12387,bela terorispecat ganjar aku dungungan dukung teroris,0
12388,ahy amp,1
12389,masyarakat daerah istimewa yogyakarta dukung bijak perintah sejahtera masyarakat,1
12390,teroris,0
12391,masyarakat nahdiyin ajar paham sejarah ada nu pkb salah tafsir pkb perahu politik yg sah ulama indonesia pkb yg depan untk mbela penting ulama indonesia,1
12392,bir kere olsun depreminden toplanan milyarlarca liralk deprem vergilerinin akbetini sorguladn samimiyetsiz provokator,0
12393,presiden kerja keras penuh prestasi ganjar memanang baik,1
12394,udh temu sosok ganti riri jaga hati move on yuk ri,2
12395,ganjar presiden baik penting prioritas maju rakyat indonesia dukung kebi,1
12396,sengaja banget teroris kkb sangka kerja maju papua salah satu bangun puskesmas,0
